epoch,loss,val_loss
0,-0.695710432027,-0.586404893642
1,-0.817969023269,0.407549540101
2,-0.852656968627,-0.316762115505
3,-0.853704467032,-0.667194559627
4,-0.856637087366,-0.496288209142
5,-0.85631296988,1.05193942767
6,-0.857305125237,-0.834432085896
7,-0.858855626212,-0.664249388017
8,-0.860254313511,0.384782188956
9,-0.84973790167,0.144255540691
10,-0.861866526451,0.105149067742
11,-0.861488889333,-0.181574029748
12,-0.860916545485,-0.707018347846
13,-0.862078772061,0.0950760961559
14,-0.862403012822,-0.253634438833
15,-0.862253043579,2.05083348719
16,-0.860523999239,0.331344053496
17,-0.859340241595,-0.765028245672
18,-0.863448522064,-0.452328853109
19,-0.863063878715,0.29728009598
20,-0.862256154086,0.124664277803
21,-0.863038737142,-0.8355125055
22,-0.863794531514,-0.804046812958
